ProjectName,ProjectDeveloper,ProjectOwner,State,County,Latitude,Longitude,Capacity,CurrentPhase,TimelineDays,OnlyCanceled,ArtificialEnd,OperatingDateFirst,PhaseHistory,,,,,,,,,,,,,,,,,,,,,,,
Rugby Wind Farm,Rugby Wind,Rugby Wind,ND,Pierce,48.5246,-100.0283,149.1,Operating,1780,No,No,No,Operating:12/18/2009,Testing:10/15/2009,Under Const:4/20/2009,Permitted:5/28/2008,Postponed:10/22/2007,Permitted:10/3/2005,App Pending:6/16/2005,Proposed:2/2/2005,,,,,,,,,,,,,,,,
Rush County Wind Farm (GE),General Electric Co,General Electric Co,KS,,38.5027,-99.3754,49.5,Canceled,878,Yes,No,No,Canceled:12/9/2011,Postponed:3/29/2011,Proposed:7/14/2009,,,,,,,,,,,,,,,,,,,,,
Rush County Wind Farm,EDP Renewables North America,EDP Renewables North America,KS,Rush,38.5463,-99.4523,99,Proposed,1097,No,Yes,No,Proposed:10/31/2015,,,,,,,,,,,,,,,,,,,,,,,
Rush Creek Wind Project,Xcel Energy,Xcel Energy,CO,Cheyenne,38.22,-102.14,600,Testing,762,No,Yes,No,Testing:9/18/2018,Under Const:6/30/2017,Permitted:6/1/2017,Proposed:9/30/2016,,,,,,,,,,,,,,,,,,,,
Rush Springs Wind Energy Center,Rush Springs Wind Energy,Rush Springs Wind Energy,OK,Grady,34.7745,-97.9522,250,Operating,522,No,No,No,Operating:12/31/2016,Under Const:4/1/2016,Proposed:7/28/2015,,,,,,,,,,,,,,,,,,,,,
Rushmore Wind Farm,Pacific Winds,Pacific Winds,SD,Stanley,44.567,-101.0514,99,Canceled,664,Yes,No,No,Canceled:2/24/2011,Postponed:2/15/2011,Proposed:5/1/2009,,,,,,,,,,,,,,,,,,,,,
Russell Point Wind Farm,RP Wind,RP Wind,OH,Logan,40.449,-83.904,4,Operating,350,No,No,No,Operating:1/22/2014,Testing:12/1/2013,Under Const:9/1/2013,Proposed:2/6/2013,,,,,,,,,,,,,,,,,,,,
Rutland County Wind,Vermont Community Wind,Vermont Community Wind,VT,Rutland,43.5419,-73.1309,67.5,Canceled,1150,Yes,No,No,Canceled:5/30/2012,Postponed:4/30/2010,Proposed:4/6/2009,,,,,,,,,,,,,,,,,,,,,
Ryegrass Windfarm,Aegis Renewables,Ryegrass Windfarm,ID,,43.039,-115.439,19.98,Operating,1243,No,No,No,Operating:12/31/2012,Operating:12/30/2012,Under Const:3/22/2012,Proposed:8/29/2011,Proposed:8/5/2009,,,,,,,,,,,,,,,,,,,
Saddle Butte Wind Park,Saddle Butte Wind,Saddle Butte Wind,OR,Morrow,45.5322,-119.971,399,App Pending,2566,Yes,No,No,App Pending:11/3/2016,Canceled:8/26/2016,App Pending:7/31/2012,Proposed:8/17/2009,,,,,,,,,,,,,,,,,,,,
Saddleback Ridge Wind Project,Saddleback Ridge Wind,Saddleback Ridge Wind,ME,Franklin,44.6242,-70.3713,8.55,Operating,2104,No,No,No,Operating:9/16/2015,Testing:8/23/2015,Under Const:6/1/2015,Operating:12/19/2014,Permitted:6/19/2013,App Pending:11/15/2010,Proposed:3/16/2009,Feasibility:8/1/2008,,,,,,,,,,,,,,,,
Sagamore Wind Project,Invenergy,Invenergy,NM,Roosevelt,33.953,-103.354,522,Proposed,589,No,Yes,No,Proposed:3/22/2017,,,,,,,,,,,,,,,,,,,,,,,
Saint Lawrence Wind Project (NL),Newind,Newind,NL,,46.9638,-55.4253,27,Operating,759,No,No,No,Operating:2/2/2009,Under Const:7/27/2007,Proposed:1/5/2007,,,,,,,,,,,,,,,,,,,,,
Saint Philemon Wind Farm,Sprott Power,Sprott Power,QC,,46.676,-70.432,24,Operating,1408,No,No,No,Operating:1/30/2015,Under Const:6/25/2014,Proposed:3/24/2011,,,,,,,,,,,,,,,,,,,,,
Saline Wind Project,Iberdrola SA,Iberdrola SA,KS,Ellis,39.0484,-99.5556,265.5,Canceled,1698,Yes,No,No,Canceled:12/27/2012,Postponed:11/20/2011,Proposed:5/4/2008,,,,,,,,,,,,,,,,,,,,,
Salmon Creek Wind Park,Salmon Creek Wind Park,Salmon Creek Wind Park,ID,Twin Falls,42.19,-114.64,20,Canceled,263,Yes,No,No,Canceled:8/17/2012,Proposed:11/28/2011,,,,,,,,,,,,,,,,,,,,,,
Salmon Falls Wind Farm,Salmon Falls Wind Park,Salmon Falls Wind Park,ID,Twin Falls,42.6934,-114.989,21,Operating,1931,No,No,No,Operating:2/3/2011,Under Const:8/24/2010,Site Prep:6/1/2010,Postponed:5/19/2009,Proposed:10/21/2005,,,,,,,,,,,,,,,,,,,
Salmon River Wind Farm,Natural Forces Technologies,Enercon,NB,,45.6237,-65.2257,403.2,Proposed,462,No,Yes,No,Proposed:7/27/2017,,,,,,,,,,,,,,,,,,,,,,,
Salt Fork Wind Farm,Salt Fork Wind,Salt Fork Wind,TX,Gray,35.1437,-100.5981,174,Canceled,1152,No,No,No,Canceled:2/28/2018,Canceled:4/3/2017,Operating:12/31/2016,App Pending:12/15/2016,Testing:12/1/2016,Under Const:3/16/2016,Permitted:8/18/2015,Proposed:11/5/2013,,,,,,,,,,,,,,,,
Salt Springs Wind,Capital Power,Capital Power,KS,Ford,37.9812,-99.8105,200,Proposed,903,No,Yes,No,Proposed:5/12/2016,,,,,,,,,,,,,,,,,,,,,,,
Salty Dog I,Salty Dog I,Salty Dog I,MN,Lincoln,44.2871,-96.4333,1.3,Operating,637,No,No,No,Operating:5/31/2006,Under Const:10/21/2005,Proposed:9/1/2004,,,,,,,,,,,,,,,,,,,,,
Salty Dog II,Salty Dog II,Salty Dog II,MN,Lincoln,44.3139,-96.3245,1.3,Operating,637,No,No,No,Operating:5/31/2006,Under Const:10/21/2005,Proposed:9/1/2004,,,,,,,,,,,,,,,,,,,,,
San Emidio Project,USG Nevada,Gerlach Geothermal,NV,Washoe,40.3801,-119.4,700,Postponed,2861,No,No,No,Postponed:6/18/2018,Under Const:9/4/2013,Operating:6/21/2012,Testing:12/20/2011,Site Prep:11/14/2011,Proposed:4/21/2011,Under Const:9/21/2010,Proposed:7/21/2010,Canceled:11/15/2007,Proposed:8/21/2004,,,,,,,,,,,,,,
San Juan Mesa Wind Project,MHI Wind Power Americas,San Juan Mesa Wind Project,NM,Roosevelt,33.9715,-103.8454,120,Operating,426,No,No,No,Operating:12/23/2005,Under Const:6/1/2005,Proposed:10/23/2004,,,,,,,,,,,,,,,,,,,,,
San Roman Wind Farm,San Roman Wind I,San Roman Wind I,TX,Cameron,26.1431,-97.4917,93,Operating,770,No,No,No,Operating:2/21/2017,Testing:12/31/2016,Under Const:6/23/2016,Proposed:1/13/2015,,,,,,,,,,,,,,,,,,,,
Sand Bluff Wind Farm,E.ON Climate Renewables North America,Sand Bluff Wind Farm,TX,Nolan,31.9537,-101.2547,90,Operating,277,No,No,No,Operating:4/1/2007,Testing:1/1/2007,Under Const:9/25/2006,Proposed:6/28/2006,,,,,,,,,,,,,,,,,,,,
Sand Hill Wind II,Sand Hill Wind II,Altamont Power,CA,Alameda,37.7445,-121.6902,-28.7,Proposed,1715,No,Yes,No,Proposed:2/20/2014,Retired:1/1/2005,,,,,,,,,,,,,,,,,,,,,,
Sand Hills Ranch Wind,Shell Wind Energy,Shell Wind Energy,WY,Albany,41.6871,-105.8982,50,Canceled,2778,Yes,No,No,Canceled:9/18/2017,Postponed:12/20/2016,App Pending:3/28/2011,Proposed:2/9/2010,,,,,,,,,,,,,,,,,,,,
Sandstorm Wind Power Project,Cabazon Wind Energy,Cabazon Wind Energy,CA,Riverside,33.9175,-116.7872,150,Proposed,1479,No,Yes,No,Proposed:10/14/2014,,,,,,,,,,,,,,,,,,,,,,,
Sandy Ridge Wind Farm,Sandy Ridge Wind,Sandy Ridge Wind,PA,Centre,40.7531,-78.2374,50,Operating,1758,No,No,No,Operating:2/29/2012,Under Const:12/1/2010,Permitted:8/24/2010,App Pending:6/1/2009,Proposed:5/8/2007,,,,,,,,,,,,,,,,,,,
Sansur Valley Wind,Sansur Renewable Energy,Sansur Renewable Energy,MT,Valley,48.4866,-106.6367,100,Canceled,1435,Yes,No,No,Canceled:12/17/2013,Proposed:1/12/2010,,,,,,,,,,,,,,,,,,,,,,
Saphire Wind,Mountain Energy,Mountain Energy,MT,Deer Lodge,46.0094,-113.0406,100.5,Canceled,2134,Yes,No,No,Canceled:9/20/2007,Postponed:12/1/2006,Proposed:11/16/2001,,,,,,,,,,,,,,,,,,,,,
Saratoga Project,Saratoga Wind Energy,Saratoga Wind Energy,IA,Howard,43.2793,-92.5259,66,Under Const,617,No,Yes,No,Under Const:11/29/2017,Proposed:2/22/2017,,,,,,,,,,,,,,,,,,,,,,
Sardinia,EDP Renewables North America,EDP Renewables North America,NY,Erie,42.7942,-78.7659,49.98,Canceled,1476,Yes,No,No,Canceled:2/7/2007,Proposed:1/23/2003,,,,,,,,,,,,,,,,,,,,,,
Savage Mountain,Savage Mountain Wind Force,Savage Mountain Wind Force,MD,Garrett,39.5886,-79.0912,40,Canceled,2892,Yes,No,No,Canceled:4/22/2010,Postponed:12/23/2005,Permitted:3/20/2003,App Pending:8/30/2002,Proposed:5/22/2002,,,,,,,,,,,,,,,,,,,
Sawtooth Wind Farm,Powerworks,Idaho Wind,ID,Elmore,42.9895,-115.3928,22.4,Operating,2109,No,No,No,Operating:10/1/2011,Under Const:4/1/2011,Permitted:10/2/2009,App Pending:9/11/2009,Proposed:12/22/2005,,,,,,,,,,,,,,,,,,,
SC Johnson Waxdale Plant,SC Johnson,SC Johnson,WI,Green,42.7095,-87.8603,3.5,Operating,557,No,No,Yes,Operating:12/18/2012,Operating:11/1/2005,Proposed:4/23/2004,Operating:12/31/2003,Under Const:4/25/2003,Permitted:3/11/2003,App Pending:10/11/2002,,,,,,,,,,,,,,,,,
Schuler Energy Project (Suncor),Suncor Energy,Suncor Energy,AB,,50.3523,-110.1055,160,Proposed,2557,No,Yes,No,Proposed:11/1/2011,,,,,,,,,,,,,,,,,,,,,,,
Schuler Wind Farm (Invenergy),Invenergy,Invenergy,AB,,55.2231,-113.633,150,Proposed,1797,No,Yes,No,Proposed:11/30/2013,,,,,,,,,,,,,,,,,,,,,,,
Schwendiman Wind,Schwendiman Wind,Schwendiman Wind,ID,Bonneville,43.5388,-111.8434,20,Canceled,2139,Yes,No,No,Canceled:6/24/2011,Postponed:9/30/2008,Proposed:2/8/2006,Postponed:11/22/2005,Proposed:8/15/2005,,,,,,,,,,,,,,,,,,,
Scituate Wind,Scituate Wind,Scituate Wind,MA,Plymouth,42.1753,-70.7266,1.5,Operating,2279,No,No,No,Operating:3/29/2012,Testing:3/4/2012,Proposed:1/1/2006,Feasibility:1/1/2004,,,,,,,,,,,,,,,,,,,,
Scott County Wind Farm (MMPA),Minnesota Municipal Power Agency,Minnesota Municipal Power Agency,MN,Scott,44.7979,-93.5272,0.16,Operating,1107,No,No,No,Operating:2/28/2010,Testing:12/31/2009,Under Const:10/10/2009,Proposed:2/17/2007,,,,,,,,,,,,,,,,,,,,
Scott Korkowski Wind,Scott Korkowski,Scott Korkowski,MN,Otter Tail,46.1152,-95.3966,0.065,Operating,11,No,No,No,Operating:8/15/2008,Proposed:8/4/2008,,,,,,,,,,,,,,,,,,,,,,
Seawest San Gorgonio,AES Wind Generation,AES Wind Generation,CA,Riverside,33.8717,-116.5761,50,Canceled,901,Yes,No,No,Canceled:8/27/2007,Proposed:3/9/2005,,,,,,,,,,,,,,,,,,,,,,
Seawind Offshore Wind,Seawind Renewable Energy,Seawind Renewable Energy,VA,Offshore,36.7976,-75.77,360,Canceled,708,Yes,No,No,Canceled:2/3/2012,Proposed:2/25/2010,,,,,,,,,,,,,,,,,,,,,,
Seigneurie de Beaupre Wind,Boralex,Gaz Metro,QC,,47.2954,-70.8976,103.3,Operating,2896,No,No,No,Operating:1/1/2015,Operating:12/3/2014,Operating:12/12/2013,Operating:11/28/2013,Under Const:10/30/2013,Permitted:1/25/2013,Under Const:11/8/2011,Proposed:11/19/2010,Canceled:8/12/2008,Proposed:12/24/2005,,,,,,,,,,,,,,
Seiling Wind I Project,Seiling Wind,Seiling Wind,OK,Dewey,36.0125,-98.9273,198.9,Operating,456,No,No,No,Operating:12/31/2014,Under Const:1/30/2014,Proposed:10/1/2013,,,,,,,,,,,,,,,,,,,,,
Seiling Wind II Project,Seiling Wind II,Seiling Wind II,OK,Dewey,36.101,-98.9273,100.3,Operating,170,No,No,No,Operating:12/31/2014,Proposed:7/14/2014,,,,,,,,,,,,,,,,,,,,,,
Seitz Wind Farm,International Power Canada,International Power Canada,ON,,42.8643,-79.6097,10,Canceled,412,Yes,No,No,Canceled:8/27/2008,Proposed:7/12/2007,,,,,,,,,,,,,,,,,,,,,,
Selkirk Wind Project,Wind Capital Group,Wind Capital Group,KS,Wichita,38.4577,-101.5436,100,Canceled,1208,Yes,No,No,Canceled:10/24/2012,Postponed:11/11/2011,Proposed:7/4/2009,,,,,,,,,,,,,,,,,,,,,
Senate Wind,Senate Wind Energy,Senate Wind Energy,TX,Jack,33.187,-98.3225,150,Operating,1313,No,No,No,Operating:12/10/2012,Testing:11/1/2012,Under Const:3/9/2012,Permitted:7/11/2011,App Pending:6/9/2009,Proposed:5/7/2009,,,,,,,,,,,,,,,,,,
Sendero Wind Energy Project,Sendero Wind Energy,Sendero Wind Energy,TX,Jim Hogg,27.0522,-98.6764,79.9,Operating,844,No,No,No,Operating:12/1/2015,Under Const:1/30/2014,Proposed:8/9/2013,,,,,,,,,,,,,,,,,,,,,
Seneca County Wind Farm,JW Great Lakes Wind,JW Great Lakes Wind,OH,Seneca,41.0708,-83.3458,50,Canceled,1234,Yes,No,No,Canceled:8/30/2011,Postponed:12/16/2010,Proposed:4/13/2008,,,,,,,,,,,,,,,,,,,,,
Seneca Wind Farm,Exelon Wind,Exelon Wind,OH,Seneca,41.0987,-82.9956,200,Proposed,862,No,Yes,No,Proposed:9/20/2018,Postponed:3/27/2017,Proposed:6/22/2016,,,,,,,,,,,,,,,,,,,,,
Sepanta Wind Project,Sepanta Wind Energy,Sepanta Wind Energy,TX,Nolan,32.5183,-100.248,69,Canceled,994,Yes,No,No,Canceled:7/15/2011,Postponed:10/1/2010,Proposed:10/24/2008,,,,,,,,,,,,,,,,,,,,,
Settlers Landing Wind Park,Premier Power Renewable Energy,Premier Power Renewable Energy,ON,,44.11,-78.6636,8,Operating,2694,No,No,No,Operating:3/23/2017,Under Const:11/10/2016,Permitted:1/8/2013,App Pending:2/22/2011,Proposed:11/6/2009,,,,,,,,,,,,,,,,,,,
Settlers Trail Wind Farm,Settlers Trail Wind Farm,Settlers Trail Wind Farm,IL,Iroquois,40.7286,-87.5723,150.4,Operating,982,No,No,No,Operating:10/1/2011,Testing:4/7/2011,Under Const:11/1/2010,Proposed:1/22/2009,,,,,,,,,,,,,,,,,,,,
Seven Mile Hill Wind,PacifiCorp,PacifiCorp,WY,Carbon,41.966,-106.3954,118.5,Operating,519,No,No,No,Operating:12/31/2008,Under Const:8/2/2008,Site Prep:2/28/2008,Permitted:2/8/2008,App Pending:11/16/2007,Proposed:7/31/2007,,,,,,,,,,,,,,,,,,
Seward County Wind Farm,Seward Wind,Seward Wind,NE,Seward,40.894,-97.017,2,Proposed,682,No,Yes,No,Proposed:12/19/2016,,,,,,,,,,,,,,,,,,,,,,,
Seward Public Power Wind Farm,Bluestem Energy Solutions,Bluestem Energy Solutions,NE,Seward,40.895,-97.188,1.7,Proposed,1050,No,Yes,No,Proposed:12/17/2015,,,,,,,,,,,,,,,,,,,,,,,
Seward Wind Farm,Seward Wind,Seward Wind,NE,Seward,40.895,-97.195,1.7,Operating,759,No,No,No,Operating:12/31/2017,Proposed:12/3/2015,,,,,,,,,,,,,,,,,,,,,,
Seymour Township Wind Project,EDP Renewables North America,EDP Renewables North America,WI,Eau Claire,44.8337,-91.4138,98,Canceled,841,Yes,No,No,Canceled:6/19/2018,Postponed:10/31/2017,Proposed:2/29/2016,,,,,,,,,,,,,,,,,,,,,
Shady Oaks Wind Farm,GSG,GSG,IL,Lee,41.6256,-89.1069,80,Operating,1684,No,No,No,Operating:6/1/2012,Under Const:6/24/2011,Operating:9/30/2007,Testing:6/1/2007,Under Const:8/29/2006,Permitted:2/28/2006,Proposed:1/6/2006,Postponed:11/9/2004,Proposed:2/19/2003,,,,,,,,,,,,,,,
Shaffer Mountain Wind,CMS Generation Co,CMS Generation Co,CA,Lassen,40.4469,-120.3561,200,Canceled,2110,Yes,No,No,Canceled:8/1/2014,Postponed:7/3/2012,Proposed:10/21/2008,,,,,,,,,,,,,,,,,,,,,
Shaffer Mountain Wind Farm,Gamesa Energy USA,Gamesa Energy USA,PA,Somerset,40.1332,-78.7333,60,Canceled,1767,Yes,No,No,Canceled:6/11/2012,Site Prep:2/19/2011,Postponed:9/17/2010,App Pending:2/15/2009,Proposed:8/10/2007,,,,,,,,,,,,,,,,,,,
Shannon Wind Farm,Shannon Wind,Shannon Wind,TX,Clay,33.5181,-98.3628,202.3,Operating,1868,No,No,No,Operating:12/15/2015,Testing:11/2/2015,Under Const:12/1/2014,Proposed:11/3/2010,,,,,,,,,,,,,,,,,,,,
Shear Wind (NS),Shear Wind,Shear Wind,NS,,45.5838,-62.6405,150,Canceled,695,Yes,No,No,Canceled:4/29/2009,Proposed:6/4/2007,Feasibility:4/18/2007,,,,,,,,,,,,,,,,,,,,,
Sheep Mountain Wind Farm,Blue Diamond Renewables,Freedom Works,CO,Huerfano,37.6479,-105.1742,198,Canceled,2006,Yes,No,No,Canceled:12/21/2015,Proposed:6/24/2010,,,,,,,,,,,,,,,,,,,,,,
Sheffield Wind Project,Vermont Wind,Vermont Wind,VT,Caledonia,44.6431,-72.0953,40,Operating,2996,No,No,No,Operating:10/26/2011,Testing:9/27/2011,Under Const:10/29/2010,Permitted:8/8/2007,App Pending:2/23/2006,Proposed:8/13/2003,,,,,,,,,,,,,,,,,,
Shelbyville Wind Project,Navitas Energy,Navitas Energy,MN,Blue Earth,43.8989,-94.2564,50,Canceled,491,Yes,No,No,Canceled:12/5/2006,Postponed:5/4/2006,Proposed:8/1/2005,,,,,,,,,,,,,,,,,,,,,
Shell Rock Wind Farm,Minnesota Municipal Power Agency,Minnesota Municipal Power Agency,MN,Freeborn,43.6388,-93.479,44,Canceled,1428,Yes,No,No,Canceled:11/12/2013,Postponed:2/24/2012,Permitted:12/8/2011,App Pending:3/16/2011,Proposed:12/15/2009,Feasibility:11/18/2008,,,,,,,,,,,,,,,,,,
Shenandoah Wind,Freedom Works,Freedom Works,VA,Shenandoah,38.9273,-78.7234,211.5,Canceled,851,Yes,No,No,Canceled:12/22/2010,Proposed:8/23/2008,,,,,,,,,,,,,,,,,,,,,,
Shepherds Flat Wind Farm,Caithness Shepherds Flat,North Hurlburt Wind,OR,Morrow,45.6194,-119.9437,205,Operating,2950,No,No,No,Operating:7/16/2012,Operating:7/1/2012,Operating:2/20/2012,Operating:12/1/2011,Testing:11/1/2011,Under Const:5/23/2011,Site Prep:3/13/2011,Permitted:7/28/2008,App Pending:6/27/2006,Proposed:4/10/2006,Proposed:11/3/2003,,,,,,,,,,,,,
Sherbino Wind Farm,Sherbino I Wind Farm,BP Alternative Energy,TX,Pecos,30.8164,-102.3533,150,Operating,364,No,No,No,Operating:11/8/2011,Under Const:4/1/2011,Operating:10/20/2008,Proposed:8/26/2008,Under Const:12/1/2007,Proposed:10/22/2007,,,,,,,,,,,,,,,,,,
Sherman County Wind (CPV),Competitive Power Ventures,Competitive Power Ventures,KS,Sherman,39.2971,-101.7726,81,Canceled,493,Yes,No,No,Canceled:1/4/2008,Proposed:8/29/2006,,,,,,,,,,,,,,,,,,,,,,
Sherman County Wind Project,ReNewable Energy Resources,ReNewable Energy Resources,KS,Sherman,39.1955,-101.8888,3,Canceled,1775,Yes,No,No,Canceled:12/29/2009,Postponed:1/6/2008,Proposed:2/18/2005,,,,,,,,,,,,,,,,,,,,,
Shiloh II Wind,Shiloh Wind Project 2,Shiloh Wind Project 2,CA,Solano,38.1815,-121.8017,150,Operating,863,No,No,No,Operating:2/11/2009,Testing:12/1/2008,Under Const:5/7/2008,Proposed:10/2/2006,,,,,,,,,,,,,,,,,,,,
Shiloh IV Wind,EDF Renewable Energy,Shiloh IV Wind Project,CA,Solano,38.1242,-121.8571,102.5,Operating,899,No,No,No,Operating:12/30/2012,Testing:9/24/2012,Under Const:5/1/2012,Permitted:4/25/2012,App Pending:9/8/2011,Proposed:7/15/2010,,,,,,,,,,,,,,,,,,
Shiloh Wind Project,Shiloh I Wind Project,Shiloh I Wind Project,CA,Solano,38.1662,-121.8699,150,Operating,319,No,No,No,Operating:3/1/2006,Testing:1/1/2006,Under Const:9/2/2005,Proposed:4/16/2005,,,,,,,,,,,,,,,,,,,,
Shinbone Wind Energy Center,Pioneer Green Energy,Pioneer Green Energy,AL,Cherokee,34.1801,-85.7614,18.4,Canceled,553,Yes,No,No,Canceled:8/21/2014,Proposed:2/14/2013,,,,,,,,,,,,,,,,,,,,,,
Shirley Wind Farm,Shirley Wind,Shirley Wind,WI,Brown,44.3508,-87.9234,20,Operating,1232,No,No,No,Operating:11/8/2010,Under Const:9/1/2010,Site Prep:7/1/2008,Proposed:6/25/2007,,,,,,,,,,,,,,,,,,,,
Sholes Wind Energy Center,NextEra Energy Operating Services,Sholes Wind Energy,NE,Wayne,42.292,-97.336,160,Under Const,994,No,Yes,No,Under Const:7/27/2018,Proposed:2/11/2016,,,,,,,,,,,,,,,,,,,,,,
Shooting Star Wind Project,Shooting Star Wind Project,Shooting Star Wind Project,KS,Kiowa,37.5344,-99.485,104,Operating,2795,No,No,No,Operating:9/1/2012,Under Const:2/27/2012,Proposed:1/6/2005,,,,,,,,,,,,,,,,,,,,,
Shoshone Mountain Wind,United States Dept of Energy,United States Dept of Energy,NV,Nye,38.67,-116.963,85,Canceled,539,Yes,No,No,Canceled:7/12/2002,Proposed:1/19/2001,,,,,,,,,,,,,,,,,,,,,,
Shuluuk Wind Project,Tecate Divide Wind Energy,Campo Band of Mission Indians of The Kumeyaay Nation,CA,San Diego,32.6738,-116.381,160,Canceled,1471,Yes,No,No,Canceled:6/21/2013,Proposed:6/11/2009,,,,,,,,,,,,,,,,,,,,,,
Shushartie Mountain Wind,Sea Breeze Energy,Sea Breeze Energy,BC,,50.8067,-127.8507,450,Canceled,4201,Yes,No,No,Canceled:4/27/2017,Postponed:3/7/2015,Proposed:10/26/2005,,,,,,,,,,,,,,,,,,,,,
Shuteye Creek Wind Project,Shuteye Creek Wind Project,Shuteye Creek Wind Project,MO,Sullivan,40.2447,-92.8719,150,Canceled,1065,Yes,No,No,Canceled:4/5/2012,Proposed:7/16/2009,Proposed:5/6/2009,,,,,,,,,,,,,,,,,,,,,
Sierra Grande Wind,DKRW Wind,DKRW Wind,NM,Union,36.5935,-103.9753,120,Canceled,1215,Yes,No,No,Canceled:12/9/2011,Postponed:1/6/2011,Proposed:8/11/2008,,,,,,,,,,,,,,,,,,,,,
Signal Hill Wind Farm,Prairie Wind Energy,Prairie Wind Energy,CO,Prowers,38.0058,-102.5057,69,Canceled,509,Yes,No,No,Canceled:12/12/2005,Postponed:9/2/2005,Permitted:3/24/2005,Proposed:7/21/2004,,,,,,,,,,,,,,,,,,,,
Silver Brook Wind Farm,Renewable Energy Systems Canada,Renewable Energy Systems Canada,NB,,46.2763,-67.4451,129.6,Proposed,462,No,Yes,No,Proposed:7/27/2017,,,,,,,,,,,,,,,,,,,,,,,
Silver Canyon Wind Farm,Horizon Wind Energy Panhandle I,EDP Renewables North America,TX,Briscoe,34.4324,-101.3646,200,App Pending,1721,No,Yes,No,App Pending:6/8/2015,Proposed:2/14/2014,,,,,,,,,,,,,,,,,,,,,,
Silver Centre Wind,WPD Canada,WPD Canada,ON,,47.2842,-79.5248,120,Proposed,1210,No,Yes,No,Proposed:7/10/2015,,,,,,,,,,,,,,,,,,,,,,,
Silver Mountain Wind Farm,RES Americas,RES Americas,CO,Huerfano,37.563,-104.9995,150,Canceled,1149,Yes,No,No,Canceled:3/21/2012,Postponed:9/21/2011,Proposed:12/17/2009,App Pending:7/8/2009,Proposed:1/27/2009,,,,,,,,,,,,,,,,,,,
Silver Sage Wind Farm,Silver Sage Windpower,Silver Sage Windpower,WY,Laramie,41.1318,-105.0232,42,Operating,262,No,No,No,Operating:10/1/2009,Under Const:5/5/2009,Proposed:1/12/2009,,,,,,,,,,,,,,,,,,,,,
Silver Sage Wind Project,Infinity Wind Power,Infinity Wind Power,ND,Oliver,47.1522,-101.5394,150,Canceled,1395,Yes,No,No,Canceled:6/29/2017,Postponed:3/30/2017,Proposed:9/3/2013,,,,,,,,,,,,,,,,,,,,,
Silver Star,Clipper Windpower,BP Alternative Energy,TX,Erath,32.3386,-98.476,60,Operating,1624,No,No,No,Operating:9/24/2008,Testing:5/1/2008,Under Const:9/12/2007,Proposed:4/14/2004,,,,,,,,,,,,,,,,,,,,
Simcoe Shores Wind Farm,International Power Canada,International Power Canada,ON,,44.4308,-79.1654,100,Canceled,1256,Yes,No,No,Canceled:4/10/2008,Proposed:11/1/2004,,,,,,,,,,,,,,,,,,,,,,
Simpson Ridge Wind Farm,Rim Rock Power Partners,Rim Rock Power Partners,WY,Carbon,41.8303,-106.3557,199.5,Canceled,766,Yes,No,No,Canceled:3/23/2018,Proposed:1/23/2014,Canceled:3/12/2011,Postponed:12/30/2009,Permitted:6/4/2009,Proposed:2/4/2009,,,,,,,,,,,,,,,,,,
Sinnott,Canadian Hydro Developers,Canadian Hydro Developers,AB,,49.5325,-113.9778,6.5,Operating,92,No,No,No,Operating:12/1/2001,Testing:11/1/2001,Proposed:8/31/2001,,,,,,,,,,,,,,,,,,,,,
Sinnott Infill Wind,Canadian Hydro Developers,Canadian Hydro Developers,AB,,49.5692,-113.9513,36,Canceled,2452,Yes,No,No,Canceled:12/17/2008,Postponed:4/7/2005,Proposed:4/1/2002,,,,,,,,,,,,,,,,,,,,,
Sioux Wind Project,Oceti Sakowin Power Authority,Oceti Sakowin Power Authority,SD,Ziebach,44.6268,-101.787,1000,Postponed,1953,No,Yes,No,Postponed:7/20/2017,Proposed:6/27/2013,,,,,,,,,,,,,,,,,,,,,,
Six Prong,AES Wind Generation,AES Wind Generation,OR,Clackamas,45.3575,-121.9563,150,Canceled,65,Yes,No,No,Canceled:6/20/2002,Postponed:5/20/2002,Proposed:4/16/2002,,,,,,,,,,,,,,,,,,,,,
Skookumchuck Wind Farm,Skookumchuck Wind Energy Project,Skookumchuck Wind Energy Project,WA,Thurston,46.8084,-122.4993,180,Proposed,854,No,Yes,No,Proposed:6/30/2016,,,,,,,,,,,,,,,,,,,,,,,
Sky Harvest Wind Project,Sky Harvest Windpower,Sky Harvest Windpower,SK,,51.0958,-106.9833,150,Canceled,1966,Yes,No,No,Canceled:2/27/2013,Postponed:2/8/2012,Proposed:10/11/2007,,,,,,,,,,,,,,,,,,,,,
Sky Volt,Sky Volt,Sky Volt,IA,Adair,41.291,-94.485,1.6,Operating,172,No,No,No,Operating:10/1/2012,Proposed:4/12/2012,,,,,,,,,,,,,,,,,,,,,,
Skyway 126 Wind Park,Premier Power Renewable Energy,Premier Power Renewable Energy,ON,,44.2669,-80.2706,10,Canceled,2704,Yes,No,No,Canceled:4/2/2017,Site Prep:2/9/2017,Permitted:1/8/2013,App Pending:2/22/2011,Proposed:11/6/2009,,,,,,,,,,,,,,,,,,,
Skyway 8 Wind Farm,Sky Generation,Sky Generation,ON,,44.087,-80.4093,9.48,Operating,272,No,No,No,Operating:8/14/2014,Under Const:5/13/2014,Proposed:11/15/2013,,,,,,,,,,,,,,,,,,,,,
